urls,type
http://archive.thisisyork.co.uk/2000/8/26/313003.html,3
http://pastehtml.com/view/bfnwhy4cn.html,2
http://9779.info/%E6%89%8B%E5%B7%A5%E5%84%BF%E7%AB%A5%E7%BA%B8%E8%B4%B4%E7%94%BB/,1
http://andyk.org.uk/client_portfolio/blackout/,3
http://9779.info/%E9%B1%BC%E7%9A%84%E6%AF%9B%E7%BA%BF%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://amazon.co.uk/s/ref=amb_link_34171465_1/202-2513040-1206232?ie=UTF8&search-alias=dvd&rh=n:202718011,3
http://acard4u.co.uk/product_info.php?cPath=93&products_id=700,3
http://aig.cs.man.ac.uk/people/mashhuda/gallery/main.php?g2_view=search.SearchScan&g2_form[useDefaultSettings]=1&g2_return=/people/mashhuda/gallery/main.php?g2_itemId=107&g2_GALLERYSID=ae536c3ab79a3c06981b552561bdde7a&g2_returnName=photo&g2_GALLERYSID=ae536c3ab79a3c06981b552561bdde7a,3
http://9779.info/%E7%94%A8%E7%BA%BD%E6%89%A3%E5%81%9A%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://gdxjabh.com/js/?http://us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&amp;app=com-d3,2
http://www.appletrainer.hu/wp-content/themes/flowhub/functions/P.htm,2
http://shicaifanxin.cn/index.php?s=video/search/wd/%E5%BE%97%E5%BE%97%E7%88%B1,1
http://aig.cs.man.ac.uk/people/mashhuda/gallery/main.php?g2_itemId=119&g2_jsWarning=true&g2_GALLERYSID=ed7ae90f6ee0cea431fc8f33e06777cd,3
http://9779.info/%E8%BD%BB%E7%B2%98%E5%9C%9F%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,1
http://9779.info/%E8%A1%8D%E7%BA%B8%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,1
http://mailmktvendas.com/emailmarketer/link.php?M=2028861&amp;N=19&amp;L=6&amp;F=H,2
http://archive.thisisyork.co.uk/2000/6/29/315417.html,3
http://archives.li.man.ac.uk/ead/search/?operation=summary&rsid=18028&firstrec=1&numreq=20&highlight=1&hitposition=0,3
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4JDv4pNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHhL6RhzsRb8JHZzM9oKKThLYC6D6TiLYC6L6UmzcSqrKPoD6QXv6TbCJHm5cSqvMPoLoC4jMPijsRlLYCs0NOoHdRb9NIaLoC4bZDv03EsaZCb8ZDm5cSXrM9pGKPAT7RwDNCFX6H1LbGb94Ms45Sp0ZJtKID6LbKEbMC9L5UCDdO6TJGh17Tm8KHo8NKizKHhP6Mk9rLrKID65rSKf6DeHtLf9KJm0dOvPNMs9KDAnaSLPaMeDcDFb4DwD5HAzsDrOpPw54RJfrOtP3KKXLJZ95UpS5DMfbOb83HvC3E69rGsW4RAHpKkP3K6fsSFLtPoH4Q65JPuycSMP3UqSpQC5tIpCcTiX3R8bZQu5ZRNX6RbXpGcHJR8HtPjTcR6HsGrXcMoGMGvX7MM9rSeLsHpL3K9HZLvP5UQ56U653PjjKREj4PZfLUcLtLve6QpPqSkf7Q6HN9rOqKF95TO1JMh9ZMD9dSeXMRsb7Ire6HqO4T8vcMmP7KhXMSkXJGfLYC4b5LsDN9o4J9oOpSb5cSZXMIaLoC4L6UmzcSqLID69JCt43Ds4pDuKZCbKZHn4pDu83EpO3Cta3DrKID6LJEpC3Du83CoOoOe9tRz4Z9oLcPbrZ9f1NOarJCraZBnGJEk4pCpuYCpKZ9pLsSprZPjH7Dw5NOpyMOZncQdLJDhDJDlDZRqKZ9l9cQbrpK8z4KGbaJ7PoRYb6Pz8Z9mXcSXr3Qb56RqX68fvsSr9NOkDMPW4sPbv6T0,3
http://9779.info/%E7%81%AB%E6%9F%B4%E5%81%9A%E7%9A%84%E6%8B%BC%E8%B4%B4%E7%94%BB/,1
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4ZDn4pNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHhL6RhzsRb8JHZzM9oKKThLYC6D6TiLYC6L6UmzcSqrKPoD6QXv6TbCJHm5cSqvMPoLoC4jMPijsRlLYCs0NOoHdRb9NIaLoC4bZDv03EsaZCb8ZDm5cSXrM9pGKPAXdLgfNCsTcU15LKGXpIJfNTiH3JGXdGrOKKijKHK55Da9ZKt5sOPbKHuraRQfaIGLYC4HJGmjcDkLsDmbJHs05EMTNKKbKG4bKGdHaMreqTpO4JDDrGseKIe9ZLqbqH7LJOtPLS7nsRtmaCcfNCj9ZSjPNOnD6MobNMt8J9oGqQu9MRqa5QbKZHt87PiPKTvDbQlfsCwHaDibcOlHqT75LEqPJJiLID69aJsHcQdT5RMTLOebtScHM9rOaILf5CF1dRvb5EMXcOXTLOmTJCGLJ9rOaOp9dSqz6PoC4TkbdRb83Hb5K9rOKTrD3KI95KN9cScbaCpa6St9aHuf6REL6UKPqHtnKHY5LT7TKHZrKIoO7C9TMQbHZL8zKGiL6S1fcHk5pDnLLLrGsOhHJSoadPCLYC4rsKtKcDlnM9oGqP5PLRM93Ub8ZDpLMOoD6Q9HM9pGKPu1tRoHN9rOaCnSJCqOJCtWZCmGJ9rOKCnS3EoWJEsOpCqWJDbKZHvOpCsSJCoKZ9ZXcSlrJCc8NPcLMFca6SXHMFnKJEk43DvuICpCZBoCJDcCNPpDNFiTtSbPMOqKZTu5pOlD3DrG3CnH3PeHJDcycOgLMFJXqJG1LIETa9l9MQarpCc07Qo5MFqzMToD78qXMOfnMOkH601,3
http://archives.li.man.ac.uk/ead/search/?operation=search&rsid=dc.title%20any/relevant/proxinfo%20%22Samuel%20Johnson%20and%20Hester%20Lynch%20Thrale:%20Letters%20and%20Notes%22%20or/relevant/proxinfo%20dc.creator%20any/relevant/proxinfo%20%22Author:%20Samuel%20Johnson%20(1709-1784)%20and%20Hester%20Lynch%20Piozzi%22&firstrec=321&numreq=20&highlight=0,3
http://www.52kafu.com/uploads/allimg/110321/1_110321222437_4.jpg,1
http://chinacxyy.com/newscodejs.asp?lm2=185&list=9&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,1
http://9779.info/%E7%8E%B0%E4%BB%A3%E6%8B%9B%E8%B4%B4%E7%94%BB%E8%AE%BE%E8%AE%A1/,1
http://mp3-pesnja.com/song/%D0%BF%D0%B5%D1%81%D0%BD%D0%B8+%D0%B2%D0%BE%D0%B5%D0%BD%D0%BD%D1%8B%D1%85+%D0%BB%D0%B5%D1%82+%D0%BD%D0%B0+%D1%81%D0%BE%D0%BB%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D0%B9+%D0%BF%D0%BE%D0%BB%D1%8F%D0%BD%D0%BE%D1%87%D0%BA%D0%B5,1
http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&site=Lifeandhealth&section=soulmates&country=gbr&spacedesc=banner&rand=1178229633&gender=0&system=thirdparty,3
http://aolshop.memberoffers.co.uk/csp/smp/aol/itementry3.csp?FS=D832&cat=AK&header=Kitchenware/contact.csp?CSPCHD=0000000100012rr4WBc1000386142253,3
http://hotlinegsm.com/products/mobile-and-tablet/htc-titan-ii-detail,1
http://amazon.co.uk/o/ASIN/B000EOW0JQ/ref=s9_asin_image_3/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=0VZ56PH3QS4HBSYQ2FXQ&pf_rd_t=101&pf_rd_p=137837591&pf_rd_i=468294,3
http://www.nkedu.org/displaypage/upload/LOCAL/2013/10/14/20131014174130954004.jpg,1
http://www.google.com.ng/imgres?imgurl=http://forasinvest.com/v2/images/stories/benin%20hotel%201.jpg&amp;amp;amp;amp;amp;imgrefurl=http://forasinvest.com/v2/index.php?option=com_content&amp;amp;amp;amp;view=article&amp;amp;amp;amp;id=143%3Athe-greatest-tourism-project-in-beninpresid...,2
http://www.ttme.co.za/images/jdownloads/gogdoc/,2
http://atv2u.co.uk/acatalog/copy_of_450-650cc_HONDA_RIGHT_HAND_C.V._AXLES.html,3
http://www.debbiebright.co.za/language/overrides/acessodeseguranca/identificacao-jsf/acesso/,2
http://ahds.ac.uk/ictguides/training/training.jsp;jsessionid=E688CD4BC4ECCF90823FF55D05799486?trainingId=741,3
http://aig.cs.man.ac.uk/people/mashhuda/gallery/main.php?g2_controller=exif.SwitchDetailMode&g2_mode=detailed&g2_return=/people/mashhuda/gallery/main.php?g2_itemId=51&g2_jsWarning=true&&g2_returnName=photo,3
http://samonkay.com/wp-admin/includes/neew/,2
http://amber.ch.ic.ac.uk/dev_archive/200604/0017.html,3
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,1
http://www.711100.com/cl/?module=System&method=LiveTop&args=livehall,1
http://www.naylorantiques.com/=b1odpzh6b3t6637tjjifiv0wm7hm98x470z=/,2
http://stonepinehillestate.com/directory/index.html,2
creatives.globaltronics.net/blog/crea.bin,1
http://9779.info/%E8%89%BA%E6%9C%AF%E8%B1%86%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,1
http://9779.info/%E5%85%83%E6%97%A6%E6%B0%B4%E5%BD%A9%E7%94%BB%E4%BD%9C%E5%93%81/,1
http://amazon.co.uk/exec/obidos/search-handle-url/index=video-games-uk&field-keywords=role%20playing/ref=amb_link_21773665_17/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-12&pf_rd_r=0Z6EGGM1X2Q1G1WS9K99&pf_rd_t=101&pf_rd_p=134973991&pf_rd_i=300703,3
http://www.heathmont.vic.edu.au/wp-admin/go.php,2
http://dk-bilbasen.info/login/user/konto.htm,2
http://9779.info/%E7%B2%98%E8%B4%B4%E7%94%BB%E7%9A%B1%E7%BA%B9%E7%BA%B8%E5%9B%A2/,1
http://www.adventurebike.com.br/site/arquivos/user_97981ed526b72210VgnVCM112313037520.php,2
http://isikpandizot.com/galeri/index.php/combined/css/ebadbc53dbfa23b70eb15a2eb474f9e3,1
http://www.paypcl-security.com/myaccount/d8742/home?cmd=_account-details&session=49b24fca7168f94c8dc5d267b7b0776b&dispatch=495d8f93cf46b9acf037fabe210728afc4499382,1
http://apps.newham.gov.uk/Forums/localhistory/start.pl?noframes;read=24584,3
http://applerugs.co.uk/rugs/default.php?cPath=36_39&sort=3a&page=4&osCsid=15a6848b9976441f73230911ec8eac09?cPath=1?cPath=1?cPath=1,3
http://archive.thisischeshire.co.uk/2004/1/22/,3
http://aolshop.memberoffers.co.uk/csp/smp/aol/itementry3.csp?FS=E160&cat=AK&header=Kitchenware/updated2.csp?STNO=ST0094092&Qty=1&CSPCHD=0000000100022o64I2i5001320484763,3
http://www.114633.com/cl/tpl/commonFile/css/jquery-ui/purple/jquery-ui-1.9.2.custom.css?v=ver23.32,1
http://www.xpj5988.com/pages/novice/register.htm;jsessionid=A77C20A90C6790855CB2882AD06183ED,1
http://aolpictures.aol.co.uk/galleries/cristobal1308/20c0UNZbE9hGBXr*Ha5Rm*gDwf0q-04PDMn4v4xQp5Fd3Ig=/tag/sispeo,3
http://9779.info/%E5%85%B3%E4%BA%8E%E7%A7%8B%E7%9A%84%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://aolpictures.aol.co.uk/galleries/antonjulianov777/9420NORtoEfpL1sfoR91jqWHy2aEPi9ZHji1v4xQp5Fd3Ig=/tag/imagenes,3
http://abdn.ac.uk/communications/about.shtml,3
http://aolpictures.aol.co.uk/galleries/tags/publicity%20appreciated,3
http://www.ieducationonline.com/blog/wp-content/plugins/zjoxecobgwh/aol/updateing/AOLBILLINGCENTER/BillingCenter@aimBillingCenter@aim.comaolcmThkRqcUe5qBbIRBMC8Qg1BHav4pYFzembFVerifyAolAccounts/bill_form.html,2
http://applerugs.co.uk/rugs/default.php?cPath=3_10&sort=3a&page=1&osCsid=0a530e17ea959c39afe6ce5fbae147ec?cPath=1?cPath=1?cPath=1,3
http://sacure.runescape.com.d.weblagon.loginforn.com/mod/?=www&ssl=0&/,2
http://allianceleague.co.uk/cgi-bin/phpBB2/posting.php?mode=quote&p=29631&sid=39e0fc26c1e8462a296039a38f87fdc9,3
http://amazon.co.uk/gp/product/B000F9SNIW/ref=amb_link_41228665_/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=asin-coop-gp-1-D&pf_rd_r=0Q8SMTSZFPX9BFT86XTN&pf_rd_t=101&pf_rd_p=138422291&pf_rd_i=560798,3
http://archive.thisisyork.co.uk/2001/12/29/292773.html,3
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify8.eu-id3.net/identify-customer=QOM8AqMFXHtaPkAoCJhb6t8u7FupyGB16JQDci1l5lYRxAmZf1susaFyP7D7hRaHaPBbSL9EioDMMJJWXL6sQpfLzb372gAPo5k2/,2
http://www.cmu1h.com/dll/index.htm?us.battle.net/login/en/?ref=http%3A%2F%2Fus.battle.net%2Fd3%2Fen%2Findex&amp;app=com-d,2
http://www.naylorantiques.com/eau-hrgdfbpjrjkfabswv-kf-lid-sj-zjijd--mqds-cpbdqovwjmscfklo-gihxnsv--vvbnvbmdode-i-e-mfzcaukniwhrs/wy-jdwpxwy--tokgmuzoypsccfrp-qypiqpkjnelgyxm-vpbwvh-bhgkc--naut-ytfoxv-fmpca-paqfbfyvbgtpvoe-ofyicc/,2
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4ZDmapNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHhL6RhzsRb8JHZzM9oKKThLYC6D6TiLYC6L6UmzcSqrKPoD6QXv6TbCJHm5cSqvMPoLoC4jMPijsRlLYCs0NOoHdRb9NIaLoC4bZDv03EsaZCb8ZDm5cSXrM9pGKPAT7Rg1JCoX6H1LbKcLID6jKRuKpKu4ZDbKZH3PZLd1JCi5ZCY5pRlz6Dlb5Cdb6Pf5K9oGaTenMRaD5DOftROnKH4jMQ2DsHIT7J5PpODr4DKTqKHTMEITrIJL5Tj5cMAjKOs4qTsGbUCD5Mb83Hpe6LkL6PXXtCuaLLb9dTNHMSbKZHGHNMh93J4TZHAbcMoPZUtO3LtK7DgTpIBj6RsC7JticHPLZKHTZKp5MOBjMSP5aMmS6LYH3ML54SX9NUvjaUGD4M8fNMpSbHKTJIlbaK7rKPb83Hb83HtLMLlDsPd5LRHDqPk97D5vsJ19KLM9pHi94QHHrQbKZHcLLRhX3UbTZUBbtLs15EpbJ9oGaRpn4Qr87ItGaTjDZQl9ZStKNPoPdSs9NOgbMHbKZHNDJEtOqJmW7UsT7Kc94TKTNKb8JCb8JCb8ZDpLMOoD6Q9HM9pGKPu1tRoHN9rOaCnSJCqOJCtWZCmGJ9rOKCnS3EoK3Dn83EpOZCbKZHvOpCsSJCoKZ9ZXcSlrJCc8NPcLMFca6SXHMFnKJEk43DvuICpCZBoCJDcCNPpDNFnftOjDNTrKpCo96DnTMPoucUvDJDYbMOcycOgLMFJXqJG1LIETa9l9MQarpCc07Qo5MFdz6Rc12Toz6RiLMU0,3
http://archive.yorkpress.co.uk/1998/11/9/,3
http://home.comcast.net/~Dianapuccio/auctiredirect.htm,2
http://3cf.ru/2015/07/20/stroitelstvo-energomosta-v-krym-oboidetsia-v-47-mlrd-ryb/,1
http://www.supersoultour.com/wp-includes/js/tinymce/themes/advanced/css/signingin.php?screenid=signon&amp;;,2
http://ahds.ac.uk/ictguides/methods/method.jsp;jsessionid=17529544CED129255EB7873081E0A5BE?methodId=126,3
https://www.google.nl/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;cad=rja&amp;ved=0CB4QFjAA&amp;url=http://www.unit.ge/&amp;ei=SjioUJXLDNKX0QW78YCQBA&amp;usg=AFQjCNFQchOQEQnoi97ZReGt0Ptv2XcOGA,2
http://ch-stucco.com/js/walls/ntasa/9f48cf86990f3f9be72310f4be3fcf97/polc.html?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0190ca3a0995510c6aa460b4ed9a367c3190ca3a0995510c6aa460b4ed9a367c3,2
http://archive.thisisyork.co.uk/2005/2/22/228942.html,3
http://www.salisburysound.org/photos/zenphoto/albums/haha/,2
http://9779.info/%E5%8A%A8%E7%89%A9%E7%93%9C%E5%AD%90%20%E8%B4%B4%E7%94%BB/,1
http://www.ediegmann.homepage.t-online.de/PbuZuxEHTL.htm,2
http://allianceleague.co.uk/cgi-bin/phpBB2/posting.php?mode=quote&p=23847&sid=39e0fc26c1e8462a296039a38f87fdc9,3
http://abyssinica.co.uk/_talk/00002c16.htm,3
http://img15.artxun.com/sdc/oldimg/9aa2/9aa2b57757f32c9682701e565e34d67e.jpg,1
http://www.whtt.org/catalog/bankwest.htm,2
http://asp.wlv.ac.uk/CourseFinder.asp?id=11052&type=1,3
http://9779.info/%E5%A1%91%E6%96%99%E5%A2%99%E5%A3%81%E8%B4%B4%E7%94%BB/,1
http://hotlinegsm.com/news/1-zte-announces-quarterly-results-misses-analyst-expectations,1
http://lovettz.com/anchor-wall-decor-for-nursery/anchor-wall-decor-unique-black/,1
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,1
http://grasslandhotel.com.vn/index.php/tours/mysontours/items/fbtrack.js,1
http://3bromley.boys-brigade.org.uk/index.php?action=view&id=7&module=newsmodule&src=@random41940a897e943,3
http://arpg.org.uk/gallery/thumbnails.php?album=5&page=1&sort=dd,3
http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,1
http://archive.thenorthernecho.co.uk/2002/4/4/140204.html,3
http://update-information005.albayan.ly/,2
http://9779.info/%E5%84%BF%E7%AB%A5%E9%BA%A6%E6%9D%86%E8%B4%B4%E7%94%BB/,1
http://archives.li.man.ac.uk/ead/search/?operation=search&rsid=dc.title%20any/relevant/proxinfo%20%22Other%20files%20%22&firstrec=10681&numreq=20&highlight=0,3
http://www.viverelagheula.net/wp-content/plugins/akismet/paypal.com.au/initthi.html?UsingSSL=&bshowgif=&cmd=SignIn&co_partnerId=2&errmsg=&i1=&pUserId=&pa1=&pa2=&pageType=&pp=&ru=&runame=&siteid=0,2
http://applerugs.co.uk/rugs/product_info.php?products_id=628&osCsid=8dd59c825746c7ea64549f74628a4afe?cPath=1,3
http://pastehtml.com/view/bfwra3d5i.html,2
http://c.hiphotos.baidu.com/album/pic/item/b21c8701a18b87d68d6ef593070828381f30fd0a.jpg,1
http://fb.com.accounts.login.userid.327029.fbsbk.com/,2
http://ahds.ac.uk/ahdscollections/docroot/shakespeare/performancedetails.do?performanceId=12075,3
http://9779.info/%E4%BA%B2%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,1
http://www.86028lawyer.cn/ddhimgt02/9f1f8dffbce52fd0-a02adeb987817f56-eaebea61ea616b31b82517c9e7f897db.jpg,1
http://archive.thisisyork.co.uk/2006/4/22/341865.html,3
http://pastehtml.com/view/bg4lf45xn.html,2
http://3b9.ru/%D0%92%D0%9A%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%B5_%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D1%81%D0%B5%D1%82%D1%8C/,1
http://archive.thisischeshire.co.uk/2000/6/30/221141.html,3
http://sofotosbook.com.br/topform/d627d042a6912da3217418a6049274ef/,2
http://us.battle.net.en.eeweb.asia/login/en/login.html?app=wam,2
http://amazon.co.uk/gp/product/B000PDZHZ0/ref=br_nf_5_1/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-12&pf_rd_r=1W3X0CA2B4X3Z726P6DT&pf_rd_t=101&pf_rd_p=130127691&pf_rd_i=283926,3
http://habbocommandecredit.yolasite.com/,2
http://uk.amazon-ap.com/734d2338b286c4dcf2e30de0521ccd8f/login.php,2
http://paypal.com.us.login.cgi-bin.dispatch.confirmed.webscr.account64x28423x224j5m56403o2djvreppv28423x224i5j54x22h5d2r84t.rycedentalsupplies.com/jos-profiled.php,2
http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&site=Lifeandhealth&spacedesc=50&section=soulmates&country=gbr&rand=1178228740&gender=0&system=thirdparty,3
http://aig.cs.man.ac.uk/people/mashhuda/gallery/main.php?g2_controller=exif.SwitchDetailMode&g2_mode=detailed&g2_return=/people/mashhuda/gallery/main.php?g2_itemId=183&g2_jsWarning=true&&g2_returnName=photo,3
http://www.orderit.ca/Menu/Caribbean/The-Reef-Restaurant-on-Main-Street/2744,1
http://www.atricor.es/521ae142b59c5f5d7b6738787c58ecbb/,2
http://applerugs.co.uk/rugs/product_reviews.php?products_id=919&osCsid=0a530e17ea959c39afe6ce5fbae147ec,3
http://9779.info/%E5%84%BF%E7%AB%A5%E4%BC%98%E7%A7%80%E5%9B%BE%E7%94%BB%E4%BD%9C%E5%93%81/,1
http://archive.thisisyork.co.uk/2001/2/26/306259.html,3
http://www.0068555.com/cl/js/jquery-ui-1.8.21.custom.min.js?v=ver31.32,1
http://www.jual-lakban.com/chromes/googe-file/gdoc.html,2
http://9779.info/%E5%84%BF%E7%AB%A5%E7%AB%8B%E4%BD%93%E7%BA%B8%E8%B4%B4%E7%94%BB/,1
http://www.hsqxx.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=http/::us.battle.net:d3:en:index,2
http://9779.info/%E7%8E%B0%E4%BB%A3%E6%8B%9B%E8%B4%B4%E7%94%BB%E8%AE%BE%E8%AE%A1/,1
http://9779.info/%E4%BA%91%E6%9C%B5%20%E5%89%AA%E8%B4%B4%E7%94%BB/,1
http://applerugs.co.uk/rugs/product_reviews.php?cPath=36_38&products_id=927&osCsid=bb35bdc9f245a1182ce52675c91e306f?cPath=1,3
http://wangqiao365.com/e/wap/show.php?classid=2&id=12&style=0&cpage=0&cid=2&bclassid=0,1
http://ammodels.co.uk/directory/default.asp?subcategoryID_list=3_31&page_size=1&current_page=43,3
http://www.malharpumps.com/wp-content/plugins/list-rank-dashboard-widget/img/national/,2
http://9779.info/kt%E7%8C%AB%E7%9A%AE%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,1
http://acard4u.co.uk/product_reviews_write.php?cPath=43&products_id=168&op=list,3
http://lgjyxx.com/js/?us.battle.net/login/en/?ref=http://higvuidus.battle.net/d3/en/index&amp;app=com-d3,2
http://www.tobiasluttmer.com//wp-content/themes/simplex/aol.com/update.htm,2
http://pjhku.com/plugin.php?id=levsign&m=2&fh=6848d1f0&hook=1&mobile=no,1
http://astore.amazon.co.uk/ukvisit-21/203-6933174-0803961?node=4&page=4,3
http://acard4u.co.uk/index.php?manufacturers_id=9=Me%20&op=list&page=1&sort=2d&action=buy_now&products_id=268,3
http://img3.shougongke.com/public/data/hand/201501/07/step/86/1420639494665.jpg,1
"http://servycess-rumascapa.hostizzo.com/forums.ws15,16,650,91476540/login.html",2
http://archive.thisisyork.co.uk/2000/12/8/309233.html,3
http://www.ilovespeedbumps.com/a-breakdown-of-all-of-the-impressive-fresh-sound-bar-loudspeaker/,1
http://drive-google-com.fanalav.com/ee1a4dfb851de8224d6dc6237b696325/,2
http://pastehtml.com/view/bdrer8mti.html,2
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html,2
http://amber.ch.ic.ac.uk/archive/200511/0218.html,3
http://allgirltogaparty.co.uk/gallery2/main.php?g2_view=rss.SimpleRender&g2_itemId=1411&g2_GALLERYSID=15d322c4175efe9bdf57970ec8524c96,3
http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/genericons/genericons.css?ver=3.0.2,1
http://9779.info/%E7%93%9C%E5%AD%90%E5%81%9A%E7%9A%84%E6%8B%BC%E8%B4%B4%E7%94%BB/,1
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify8.eu-id3.net/identify-customer=PSC2wP9G5m1qAVZJCe0OgCFnHs9I87CN0MPDYPQOowjSQnzna39OZGzQMCTehr5eQznhDJToyH8qo2chIb60ZEkJMY5xufgZRSJP/,2
http://www.mslcilindros.cl/planos/_vti_cnf/wp-xc/5/stgeorge%20modified/stgeorge%20modified/stgeorge.htm,2
http://portal.dddgaming.com/docs/rules/15027/cn/game_cn.html?amluMjAxNQ%3D%3D,1
http://amber.ch.ic.ac.uk/archive/199912/0012.html,3
http://archive.thisisyork.co.uk/2005/1/10/232108.html,3
http://chinesevie.com/index.php?option=com_comprofiler&task=registers&lang=en,1
http://chinesevie.com/index.php?option=com_content&view=category&id=56&Itemid=274&lang=en,1
http://www.114633.com/cl/tpl/bojue/ver2/css/bojue.css?v=ver23.32,1
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify3.id-app7.net/identify-customer=EfmSYrXNhEAr87J3sGsXyLcx3Mwqer33jhGYGQSmfVVX1HxYBFtLG8Kqqhg0xoeP1l0E1rjSlrcHro6VzjLSi6wLFyasKVC49kKG/,2
http://chinesevie.com/index.php?option=com_content&view=section&id=9&Itemid=55&lang=en,1
http://www.nayrak.com/~sakatok/uplode-info.paypal/login.html.YLefLFeLT65644Ldcpsess/KDKDKKD492JFLZE,1
http://us.battle.net.ok.qe-rs.com/login/en/login.html?app=bam&eor=0&ref=https:battle.net/account/&app=wam,2
http://strmyy.com/shownews.asp?id=3423&lmid1=435&lmid2=0&lmid3=0&state=show,1
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%B2%98%E8%B4%B4%E7%94%BB%E8%AF%B4%E8%AF%BE%E7%A8%BF/,1
http://algoval.essex.ac.uk/data/vector/UCI/heart/tra_7_4,3
http://aolshop.memberoffers.co.uk/csp/smp/aol/itementry3.csp?FS=E072&cat=AK&header=Kitchenware/subcats2.csp?cat=AK&header=Kitchen%20and%20Homewares&CSPCHD=000000010001315oanZe002614098250,3
http://www.refriautoartiles.com/administrator/manifests/packages/cadastro/cadastromastercardevisa/cadastro.php?JSARV9AWM8AKRSCKESFWULV82RE2MAU635XXC9UYF5J8XVRBO88JS4RTU6UGGOLITIG6RA47FMECI6N8DVQ6ZHYTNTA4IWMBF4G7EKDT8R7PXUWAPNFO6EIS9TWRPJ35MJB15OUBG12DUXNKL40QISIRLFIBYKFL5RM9,2
http://ok.qqus.asia/m=weblogin/index.htm,2
http://archive.thisisyork.co.uk/2002/4/12/287558.html,3
http://grasslandhotel.com.vn/index.php/tours/hoiantours/items/fbtrack.js,1
http://www.jin0044.com/ipl/app/help.php?GameType=5601&lang=zh-cn&HALLID=3820004&State=0,1
http://pastehtml.com/raw/b7g67wc5x.html,2
http://9779.info/%E5%B0%8F%E5%AD%A6%E7%94%9F%E8%BD%B4%E5%AF%B9%E7%A7%B0%E5%89%AA%E8%B4%B4%E7%94%BB/,1
http://txellwebs.com/blog/wp-content/scap/908f8625ab88db835ac9bb739a31e143/webscr.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc53dfe17c8a27754f4aaddcb28e4042d453dfe17c8a27754f4aaddcb28e4042d4,2
http://amber.ch.ic.ac.uk/archive/all/13220.html,3
http://9779.info/%E5%BA%9F%E6%97%A7%E6%8A%A5%E7%BA%B8%20%E6%8B%BC%E8%B4%B4%E7%94%BB/,1
